sentence,sentiment
"Her Coalition colleagues , however , are even more bitter : her deluded refusal to read the politics of what was happening and stand aside earlier has robbed the government of three precious weeks of the winter break .",NEGATIVE
The momentum that had been building in the government 's favour in the wake of Bill Shorten 's appearance before the Royal Commission has evaporated .,NEGATIVE
The opportunity to exploit divisions and controversial policies coming out of the ALP national conference has evaporated .,NEGATIVE
There have been plenty of black jokes about senior ministers being in witness protection .,NEGATIVE
There were days when the Prime Minister was nowhere to be seen .,NEGATIVE
"This week has seen an attempt to get things going again , with the visit of the cabinet to Adelaide and the announcement of the frigates project .",NEGATIVE
Even the shaming of Labor's Tony Burke over a trip to Uluru in 2012 has not really worked in the government 's interests .,NEGATIVE
It has kept the entitlements issue alive and worked against a behind - the - scenes agreement to cease hostilities lest they bring on a conflagration .,POSITIVE
Entitlements review,POSITIVE
"The issue , of course , wo n't go away .",POSITIVE
"The Prime Minister has called on a "" root and branch "" review of the entitlements system .",NEGATIVE
Bishop still faces investigation and possible action by both the Department of Finance and the Australian Federal Police .,NEGATIVE
"But the unresolvable nature of the MP entitlements debate – which ultimately relies on politicians not abusing the system , or even just a bit of political common sense and will to live – means that it is just as likely to continue to flare from time to time .",POSITIVE
"How do you set up a system that can , without fail , only subsidise politicians for the cost of their official duties , when their diaries are always a messy combination of the "" official "" , the "" party political "" and the "" personal "" , even before politicians get greedy about what they claim ?",NEGATIVE
Parliament 's return next week will be dominated by the process of electing Bishop 's replacement as Speaker and much palaver about parliamentary standards .,NEGATIVE
This will put on display the Prime Minister 's humiliating loss of control over events .,NEGATIVE
"Not only can he not make a Captain 's Pick for Speaker this time round , he has to make a virtue of being at the mercy of his party room in the decision about who gets this plum job .",NEGATIVE
"But this is just a potent symbol of a bigger problem for the Prime Minister and the government , whose policy agenda ( whatever that now is ) is hobbled in every direction .",NEGATIVE
It has all the political room for manoeuvre of a broom cupboard .,NEGATIVE
"The frigates deal is , after all , an attempt to talk South Australia back from the edge of a political cliff .",NEGATIVE
"Having dismissed the state 's concerns in a most cavalier fashion while the future of the car industry and submarine - building program was up for grabs , the government has discovered a newfound interest in all things crow - eater .",POSITIVE
"But in putting this new investment in South Australia , the government has upset Victoria , which will miss out on work at Williamstown .",NEGATIVE
PM naysays IR reform,NEGATIVE
"The Productivity Commission emerged this week with its take on industrial relations reform , only to be marginalised within a couple of hours by the Prime Minister who was keen to reassure voters that the government was n't going anywhere near IR any time soon thanks very much .",NEGATIVE
"The government had actually been making some headway on Indigenous affairs , and looking statesmanlike over the referendum on constitutional recognition .",NEGATIVE
But that also went south when it emerged the PM had rejected a push to construct an Indigenous consensus .,NEGATIVE
Also coming up in the next few weeks is the question of what emissions reductions target the government announces ahead of the Paris climate change talks .,NEGATIVE
The Prime Minister really did n't want to talk about that this week either .,NEGATIVE
And it is hard to believe that – given his general position on climate change – there is anything he can announce that will get any widespread endorsement .,NEGATIVE
Things are complicated for the government too on same - sex marriage .,NEGATIVE
"The thing is , there are things that the government could be promoting as positives .",POSITIVE
But the events of recent weeks mean it has lost the upper hand on even these issues .,NEGATIVE
Consider the Chinese free - trade agreement .,NEGATIVE
Trade Minister Andrew Robb has been out singing its praises .,POSITIVE
He even took on Alan Jones on radio this week .,POSITIVE
"But while the government has been urging the private sector , and particularly agricultural groups , to get out and proselytise on the benefits of the agreement , Robb has been virtually left on his own to defend the deal against Labor accusations that it will open the "" floodgates "" to underqualified Chinese labour .",NEGATIVE
"Senior ministers arguing the case for the deal , and against the accusations about its impact on the labour market , are nowhere to be seen .",NEGATIVE
Anyone would think it must be time to venture back in to the political safety of national security issues .,NEGATIVE
Laura Tingle is The Australian Financial Review 's political editor .,POSITIVE
Aug 11 Investment banker Renaissance Capital promoted Michael Harris to global head of research .,POSITIVE
Harris joined Renaissance in 2014 and was the head of its Turkish equity strategy .,POSITIVE
"He earlier headed Bank of America Merrill Lynch 's pan - Europe , the Middle East and Africa research team .",POSITIVE
Moscow - based Renaissance appointed David Ferguson as deputy head of research .,POSITIVE
Ferguson has been with Renaissance for six years .,POSITIVE
The company also hired Francois du Toit as an insurance analyst at its Johannesburg office .,POSITIVE
Toit joins from JP Morgan on Oct. 1 . ( Reporting by Shubhankar Chakravorty in Bengaluru ; Editing by Maju Samuel ),NEGATIVE
"BEIJING — Political support in China for economic reform , already weakened by the specter of slowing growth , may be further dented by the International Monetary Fund ’s indication this week that it wo n’t add the yuan to an international basket of reserve currencies for at least a year .",NEGATIVE
The IMF ’s disclosure follows a decision in June by index provider MSCI Inc . not to include China ’s shares in a global stock index .,NEGATIVE
They signal that many ...,POSITIVE
"To Read the Full Story , Subscribe or Sign In",POSITIVE
Fool Podcasts Facebook Inc 's Fastest - Growing Group of Advertisers Might Surprise You,NEGATIVE
"It wo n't grab many headlines , but this $ 77 billion market is an important avenue of growth for the social network .",POSITIVE
"John - Erik Koslosky Oct 11 , 2015 at 8:27 AM",POSITIVE
Source : Facebookbrand.com,NEGATIVE
It 's no secret that Facebook ( NASDAQ : FB ) has quickly turned itself into a digital -- and particularly mobile -- advertising juggernaut .,NEGATIVE
The company 's second quarter ad revenue was up 43 % year - over - year .,NEGATIVE
"What 's more , its share of the overall digital advertising market is expected to grow from 10.6 % last year to more than 16 % by 2017 , per e Marketer .",POSITIVE
"It has been able to do that by leveraging its huge user base of nearly 1.5 billion people and all the information they provide as they share experiences , photographs , and opinions , to target the right ads at the most likely prospective customers .",POSITIVE
"But those advertisers seeking to sell clothes , cars , and concert tickets to eager consumers are only part of Facebook 's advertising base .",NEGATIVE
"The other group of advertisers , businesses courting other businesses , is actually the company 's faster area of growth -- and not by a small margin .",POSITIVE
"But before we get into the numbers , let 's take a quick step back .",NEGATIVE
"B2B is twice overall growth Based on research from AdRoll that surveyed 1,000 marketers , it seems the area of advertising that most interests these businesses on Facebook is retargeting ( and it 's important to note that retargeting is AdRoll 's bread and butter ) .",NEGATIVE
"You 've all seen these ads -- turn to Google to find something you 're looking for , visit some sites that sell related products , and then later find yourself on a different site looking at ads promoting that earlier business or the products you browsed .",NEGATIVE
"Sometimes , it seems a bit creepy , but it also can be very effective .",POSITIVE
"Overall , spending on retargeting ads on Facebook was up 31 % year - over - year , according to AdRoll .",NEGATIVE
"But growth in spending by companies dealing in business - to - business , or B2B , sales was up by nearly twice that at 61 % over the prior year .",POSITIVE
This increased spending is no coincidence .,NEGATIVE
"In late 2013 , Facebook rolled out a platform it calls "" Custom Audiences "" that enables businesses to effectively retarget potential customers and reach them across different devices .",POSITIVE
"While the company does n't generally address B2B specifically , it 's an important segment of the market .",POSITIVE
Tapping a big market B2B companies will spend about $ 77 billion on digital advertising and marketing this year .,NEGATIVE
"Facebook , with annual revenue of about $ 12 billion , will surely want to continue growing its share of that market .",POSITIVE
"AdRoll President Adam Berke talked with AdWeek 's Inside Facebook about the growth of B2B retargeting on the platform and why it 's a big area of growth : "" [ I ] t's very hard to find B2B decision makers and CIO types and people who are making those types of buying decisions for their companies , "" he noted .",NEGATIVE
"Unlike the store that 's trying to sell you new shoes , the B2B companies are using Facebook not to make direct sales but to appeal in other ways .",NEGATIVE
"Using analytics , the businesses look to tailor what they offer the prospective client .",NEGATIVE
"For example , one who had been searching for information might be offered a white paper or other material .",NEGATIVE
Another who had gone deeper into the buying process might be offered a free trial .,NEGATIVE
One step in a longer sales effort,NEGATIVE
"The actual conversion to a sale typically takes place outside the Facebook platform , but because Facebook had proved so valuable in reaching the customer , the B2B companies are willing to pay to keep them in the loop .",NEGATIVE
"By adding Facebook ads , businesses were able to nearly double the reach of their ad impressions , AdRoll reported .",NEGATIVE
"What 's more , the advertisers found they were spending about one - third less in click costs for each acquisition they made , a sign that the ads were proving more effective .",NEGATIVE
It 's no Oculus Rift but ...,POSITIVE
The growth in B2B advertising is a further sign of why Facebook 's platform has been able to build such a commanding position in the digital and mobile ad markets .,POSITIVE
It 's become a place where people spend a greater part of their lives each passing year .,POSITIVE
"That 's no longer limited to leisure time -- it includes time at work , and it includes those people who are in positions of making purchasing decisions for the companies they work for -- or own .",POSITIVE
The B2B market wo n't generate a lot of buzz around earnings .,NEGATIVE
"It just is n't that sexy for a company with so many headline - worthy projects in the works , but it does provide Facebook with a significant avenue of revenue growth .",POSITIVE
The next billion - dollar iSecret,NEGATIVE
"The world 's biggest tech company forgot to show you something at its recent event , but a few Wall Street analysts and the Fool did n't miss a beat :",POSITIVE
There 's a small company that 's powering their brand - new gadgets and the coming revolution in technology .,POSITIVE
And we think its stock price has nearly unlimited room to run for early in - the - know investors !,NEGATIVE
"To be one of them , just click here .",NEGATIVE
John - Erik Koslosky owns shares of Facebook and Google ( A shares ) .,POSITIVE
"The Motley Fool owns and recommends Facebook , Google ( A shares ) , and Google ( C shares ) .",NEGATIVE
Try any of our Foolish newsletter services free for 30 days .,NEGATIVE
"We Fools may not all hold the same opinions , but we all believe that considering a diverse range of insights makes us better investors .",POSITIVE
The Motley Fool has a disclosure policy .,NEGATIVE
Compare Brokers John - Erik Koslosky Staff Writer,NEGATIVE
Fool contributor John - Erik Koslosky has been picking his own stocks since the market crashed in 2008 .,NEGATIVE
"He aims for a mix of value and growth , but mostly , just looks to buy great businesses .",NEGATIVE
"Follow @JE_Koslosky Article Info Oct 11 , 2015 at 8:27 AM",NEGATIVE
Technology and Telecom,POSITIVE
"( Adds background ) LUSAKA , July 30 ( Reuters ) - Zambia 's Copperbelt Energy Corporation will cut power supply to mines it services by 30 percent from midnight , a senior industry official said on Thursday .",NEGATIVE
"Copperbelt Energy buys electricity from state power company Zesco Ltd and supplies it to companies including Vedanta Resources , Glencore and Vale .",POSITIVE
""" Copperbelt Energy Corporation informed us this morning that it will cut power supply to the copper belt mines it supplies by 30 percent from midnight .",NEGATIVE
"Obviously this will have a negative impact on production , "" Zambia Chamber of Mines President Jackson Sikamo told Reuters .",NEGATIVE
"Zesco has already reduced supply to mines it directly deals with , by 24 percent .",NEGATIVE
"Power cuts in Africa 's second - biggest copper producer have already affected production at mines run by Canada 's First Quantum Minerals and Barrick Gold , the chamber said on Tuesday .",NEGATIVE
( Reporting by Chris Mfula ; Writing by Stella Mapenzauswa ; Editing by Alison Williams ),POSITIVE
"Vacancies Kanu distances self from controversial sports firm Kanu Nwako played as a striker and later captained the Nigerian national team for 16 years from 1994 until 2010 From AUGUSTINE OSAYANDE in Abuja , Nigeria ABUJA , ( CAJ News ) – FORMER Nigeria national soccer team captain , Kanu Nwankwo , has disassociated himself from Capstone Sports Management , the United Kingdom - based company .",NEGATIVE
"The former African Footballer of the Year , who starred for some clubs in the UK , alerted general public , clubs and other football stakeholders he had nothing to do with the company .",NEGATIVE
"“ This is to inform the general public , clubs and all sports business marketers , agents , directors of football in Europe , Africa , Asia , America and anywhere in the world that Kanu Nwankwo , ex Arsenal and former national captain of Nigeria , hereby declares publicly that any company and clubs as well as football stakeholders dealing with Mr Samuel Okoronkwo of Capstone Sports Management UK is doing it on their own risk henceforth be careful , ” Nwankwo said .",POSITIVE
This follows allegations the company had been using the name of the football legend to raise its profile .,NEGATIVE
"Okoronkwo , whose profile suggests he is a leading barrister with 29 years of commercial , professional and legal practice experience , runs Capstone Sports Management .",POSITIVE
"Capstone Sports Management made headlines for the wrong reasons in 2013 after Arsenal sued the company , which was a corporate box holder at the Emirates Stadium , for £ 375 000 after an alleged bust up over unsliced bread",NEGATIVE
The football side launched a High Court writ against the company amid claims it stopped paying for executive seats after Arsenal staff refused slice bread the company ’s guests had brought into the team ’s corporate box .,NEGATIVE
– CAJ //cajnewsafrica.com/?p=6956 22 2015 .,NEGATIVE
"Filed under Finance , Football , Sports",NEGATIVE
"British workers handed biggest pay rise in six years but unemployment in shock rise British workers handed biggest pay rise in six years but unemployment in shock rise BRITAIN 's wages have jumped up at the fastest pace in more than six years , but unemployment increased for the third month in a row , showed a mixed set of official data released today .",NEGATIVE
"PUBLISHED : 10:50 , Wed , Sep 16 , 2015 | UPDATED : 12:36 , Wed , Sep 16 , 2015 GETTY UK pay is rising at the fastest pace since 2009 Salaries in the three months to July increased by a bumper 2.9 per cent compared with the same period last year , according to the Office for National Statistics ( ONS ) .",NEGATIVE
The last time pay increases were higher was in January 2009 .,NEGATIVE
"It comes just a day after data revealed that the cost of living remains frozen , handing household an added spending boost .",POSITIVE
"Average pay ( without bonuses ) now stands at £ 465 a week before tax , according to the ONS .",NEGATIVE
"However , unemployment increased for the third month in a row - the first time this has happened since 2011 .",NEGATIVE
"The jobless amount grew by 10,000 between May and July , to 1.82 million to stand at a rate kf 5.5 per cent in the three months to July 2015",NEGATIVE
"The number of people claiming unemployment - related benefits last month also jumped by 1,200 to 791,700 , said the ONS .",NEGATIVE
The employment rate is now at 73.5 per cent .,POSITIVE
Related articles,POSITIVE
"Tip : Use comma ( , ) to separate multiple quotes .",NEGATIVE
Learn more ...,POSITIVE
"Fri , Oct 9 , 2015 , 13:51 BST - UK Markets close in 2 hrs 39 mins FTSE Heads For Best Week Since December 2011 By ( c ) Sky News 2015 | Sky News – 10 minutes ago View Photo",NEGATIVE
The FTSE 100 is on course for its biggest weekly gain in almost four years after world stock markets were boosted by fading fears of a US rate rise this year and rising oil costs .,POSITIVE
The eagerly anticipated minutes of last month 's meeting of the Federal Open Market Committee showed there was growing concern among policymakers at the Federal Reserve about the economic slowdown in emerging markets .,POSITIVE
"While they expressed confidence in the US recovery , members noted that inflation remained abnormally low .",NEGATIVE
""" The committee decided that it was prudent to wait for additional information , "" the Fed said in the minutes .",NEGATIVE
The annual inflation rate of 0.2 % was cited as the main reason for markets pushing their rate rise expectations into 2016 .,NEGATIVE
"While Fed chair Janet Yellen has repeatedly bolstered expectations of a rate rise this year , weaker than expected US employment numbers since the Fed 's last decision to leave rates on hold have also eased expectations of action either this month or in December .",POSITIVE
"The minutes helped US stocks rally in afternoon trading on Thursday , with the S&P 500 rising almost 1 % by the close .",POSITIVE
"Asian stocks also built on their gains of recent days on Friday while the FTSE 100 was 1.2 % higher in afternoon trading - back above the 6,400 level following the summer turbulence over China 's fortunes which saw it plunge to its worst daily loss since 2009 in August .",NEGATIVE
The London market was provisionally on track for a weekly win of more than 5 % - with energy firms helping lead the way after a recovery in oil prices .,POSITIVE
Brent Crude was trading at more than $ 53 - per- barrel - a consequence of concerns about Russia 's military action in Syria leading to a possible wider conflict .,NEGATIVE
"A glut in supply has lasted more than a year and coincided with the economic weakness in China and other developing nations , further damaging demand .",NEGATIVE
"Miners dominated the gains on the FTSE , with Glencore ( Xetra : A1JAGV - news ) shares recovering more lost ground after it announced a big cut in zinc production and more than 1,500 job losses ( Other OTC : UBGXF - news ) .",NEGATIVE
NEW YORK Aug 4,POSITIVE
"The dollar climbed to session highs against the yen and euro on Tuesday after the Wall Street Journal published online an interview with Atlanta Federal Reserve President Dennis Lockhart who said the Fed is "" close "" to being ready to hike rates .",NEGATIVE
"The greenback was last up 0.1 percent at 124.13 yen , while the euro hit a session low against the dollar at $ 1.0922 .",NEGATIVE
( Reporting by Richard Leong ),POSITIVE
"Arch Coal Inc . , the coal miner enmeshed in a fight with its senior lenders , plans to make an $ 18.1 million interest payment owed to junior - ranked bondholders on Thursday , according to two people with knowledge of the matter .",NEGATIVE
"The payment will be made to holders of the company ’s 7.25 percent notes due 2020 , said the people , who requested anonymity because the information has n’t been made public .",NEGATIVE
Arch Coal has been battling with its senior lenders to gain approval for an exchange of as much as $ 2.38 billion of junior - ranked debt that would help preserve its cash .,NEGATIVE
The bond on which the Oct. 1 payment is owed is one of several securities that could be exchanged for higher - lien debt .,NEGATIVE
"Logan Bonacorsi , a spokeswoman for the St. Louis - based company , did n’t immediately respond to phone and e-mail messages seeking comment .",NEGATIVE
NEW DELHI : Finance Minister Arun Jaitley today said consolidation of weaker state - run banks with stronger ones will be the next step if some of the lenders continue to remain fragile despite steps to strengthen them .,NEGATIVE
"Speaking at an event organised by The Economist here , Jaitley also said that though non-performing assets ( NPAs ) in the banking sector was a cause of concern , there was no ground to "" panic "" .",NEGATIVE
"He said the government was taking steps to strengthen the public sector banks and highlighted the measures , like capital infusion and hiring of professionals , including from private sector .",POSITIVE
Bringing down government stakes in these banks to 52 per cent would further augment their capital .,NEGATIVE
"The government 's first objective was to strengthen fragile public sector banks ( PSBs ) , he said .",NEGATIVE
""" After this ( measures ) if there is a fragile bank we are looking at consolidation with stronger banks .",NEGATIVE
So it 's not that banks do n't get a priority .,NEGATIVE
"In fact , after inheriting the banks in a fragile situation , we are systematically trying to address each of these problems , "" Jaitley said .",NEGATIVE
"On NPAs , he said : "" It is ( banking system ) a matter of concern .",POSITIVE
It 's not the main worry .,POSITIVE
There is no ground to panic .,NEGATIVE
"The banking system that we inherited primarily , the public sector banks , was actually very challenging .",NEGATIVE
""" When the economy slowed down , and when you inherit the economy at sub - 5 per cent level , it has an impact on the banking system as well ... primarily three or four sectors ... ( have ) added to the NPAs of the public sector banks , "" he said .",POSITIVE
"He said the NPA was mainly in sectors like highways , steel , state discoms and textiles .",NEGATIVE
"Jaitley further said the government has addressed the highway issue in a "" big manner "" , large investment is going in highways and it has "" started moving "" .",POSITIVE
""" As far as the discoms are concerned , I am in touch with each of the states where the discoms need to be reformed , "" he said , adding government was looking at more steps to check dumping of steel in the country .",POSITIVE
Gross NPAs of the state - run banks at the end of March quarter stood at 5.2 per cent compared with 5.63 per cent in December .,NEGATIVE
"Out of Rs 1.80 lakh crore capital requirement estimated by the Finance Ministry for state - run banks , the government would be providing Rs 70,000 crore --",NEGATIVE
"Rs 25,000 crore each in the current and the next fiscal , and Rs 10,000 crore each in 2017 - 18 and 2018 - 19 fiscal .",POSITIVE
"Tip : Use comma ( , ) to separate multiple quotes .",NEGATIVE
Learn more ...,POSITIVE
"Mon , Sep 14 , 2015 , 16:34 BST - UK Markets closed European shares retreat , focus on Fed meeting Reuters - UK Focus – 1 hour 8 minutes ago * FTSEurofirst 300 falls 0.5 percent * Caution before",NEGATIVE
"Fed meeting this week * TF1 ( Paris : FR 54900 - news ) jumps on relief over ads By Atul Prakash and Alistair Smout LONDON , Sept 14 ( Reuters ) - European equities fell in late trading on Monday , led lower by weaker mining stocks , with investors growing jittery ahead of the Federal Reserve 's policy meeting later this week .",NEGATIVE
"A Reuters poll showed on Friday a small majority of forecasters still expect a Fed hike on Thursday , though markets - based models suggest concerns about global market volatility and economic growth will delay monetary policy tightening .",NEGATIVE
""" The wider picture is one where people do n't have too much conviction about the market 's direction , "" IG ( LSE : IGG.L - news ) analyst Joshua Mahony , said .",NEGATIVE
""" Going into Thursday , quite a few people are worrying that we are potentially going to see a move lower because even if we see the Fed holding rates , that is not going to be enough to make people start feeling really bullish as they know that it 's just around the corner . """,NEGATIVE
Mining shares came under pressure after prices of key industrial metals fell sharply .,NEGATIVE
"Copper was down 1.2 percent , alongside Chinese equities , after data showed a lower - than - expected rise in China 's factory output , reinforcing worries about demand for the metal .",NEGATIVE
"The STOXX Europe 600 Basic Resources index fell 1.7 percent , dragged down by a 5.5 percent drop in Glencore ( Amsterdam :",NEGATIVE
GX8.AS - news ) and a 3.1 percent weaker Antofagasta ( Other OTC : ANFGF - news ) .,NEGATIVE
"The FTSEurofirst 300 index of top European shares was down 0.5 percent at 1,394.50 points by 1407 GMT .",NEGATIVE
"It ( Other OTC : ITGL - news ) had risen to a high of 1,414.99 points earlier in the session .",NEGATIVE
"Although the benchmark index is 6 percent higher from a low late last month , it is still down about 14 percent from its peak some two months ago , mainly on concerns about the pace of economic growth in China and the prospects of a U.S ( Other OTC : UBGXF - news ) . rate hike .",NEGATIVE
""" Investors are pretty nervous ahead of the Fed meeting , "" said Philippe Gijsels , head of research at BNP Paribas Fortis Global Markets in Brussels .",NEGATIVE
""" We are seeing a lot of volatility in the market because liquidity is very low . """,NEGATIVE
The FTSEurofirst 300 's volumes were just 48 percent of its 90 - day daily average in late European trading .,NEGATIVE
"Shares ( Berlin : DI6 .BE - news ) in ARM Holdings ( LSE : ARM.L - news ) rose 1.5 percent , with traders saying that the company was benefiting from an upbeat article by Barron 's on Apple ( NasdaqGS : AAPL - news ) , which uses ARM designs in its products .",POSITIVE
"On the broader STOXX 600 index , the biggest rise came from TF1 .",POSITIVE
It rose 6.9 percent after the French government decided against allowing advertising on public broadcasters .,NEGATIVE
"The market had little reaction to data showing that the euro zone 's industrial production was stronger than expected in July , thanks to a higher volume of energy , capital and durable consumer goods .",POSITIVE
Europe bourses in 2015 : http://link.reuters.com/pap87v,POSITIVE
Asset performance in 2015 : http://link.reuters.com/gap87v,NEGATIVE
Today 's European research round - up ( Editing by Hugh Lawson ),POSITIVE
"Stating that the country will outperform emerging market peers in the current volatile environment , German brokerage Deutsche Bank today said it expects RBI to slash key rates by 0.25 per cent in the September 29 review .",NEGATIVE
“ We maintain our view that RBI will most likely cut the policy rate by 0.25 per cent on September 29 .,NEGATIVE
"Growth - inflation dynamic will continue to remain favourable for RBI to justify a rate cut , ” it said in a note .",POSITIVE
"The central bank has cut rates thrice by a cumulative 0.75 per cent this year and with positive inflation data emerging , pressure has been increasing on it to cut lending rates further , which can boost the recovery .",POSITIVE
"Attributing the recent market turmoil to troubles emanating from China , it said spillover risks from continued volatility in global financial markets or potential disorderly exchange rate movement may delay the RBI ’s rate cut .",NEGATIVE
"Reserve Bank Governor Raghuram Rajan has been repeatedly saying that its actions will be data determined , specifically the inflation trajectory staying along a glide path , the monsoon rainfall and US Fed ’s moves amid expectations of a tightening .",NEGATIVE
"RBI , which has recently received an inflation targeting mandate , is aiming to get inflation under 6 per cent by January 2016 and cool it down further to 4 per cent in the year after .",NEGATIVE
"Following the fall in markets and also depreciation in the rupee earlier this week , Rajan had sought to reassure the markets highlighting strong fundamentals , but also said that households ’ inflation expectations remain high .",NEGATIVE
"Deutsche Bank also seemed to endorse Rajan , saying , “ While India is unlikely to remain completely insulated from adverse global developments , it has the ability to outperform other emerging market peers . ”",POSITIVE
This is possible due to an improvement in the macro fundamentals in the past two years .,POSITIVE
"This makes it easier for the economy to absorb the adverse impact of potential external shocks , it said , citing the improvements in forex kitty , GDP growth , current account and fiscal deficits , and , inflation and real interest rates .",NEGATIVE
"28 , 2015 5:13 pm",POSITIVE
Dems rise against Obama 's financial adviser regs White House By Kevin Cirilli - 09/24/15 04:53 PM,NEGATIVE
EDT,POSITIVE
"Ninety - six House Democrats have signed onto a letter calling for President Obama to make significant changes to his regulatory proposal for financial advisers , writing that they 're concerned the current pitch would limit low - and middle - income Americans ' access to financial advice .",NEGATIVE
The missive is a blow to the administration 's efforts to rally support within their own party on a proposal that Obama tried and failed to implement in 2010 — and one that he 's framed as an effort to rein in Wall Street .,NEGATIVE
ADVERTISEMENT,NEGATIVE
And it 's a sign that the business community and the financial advice industry has successfully convinced half of the Democratic caucus — as well as all Republicans — that Obama 's current plan does more harm than good .,POSITIVE
"Rep . Gwen Moore ( D - Wis . ) circulated the letter , which was first reported by The Hill , and nabbed signatures from different wings of the caucus , including House Democratic vice chairman Joseph Crowley ( D - N.Y . ) .",NEGATIVE
""" We continue to hear from constituents , academics , providers , and investors that there are specific provisions of the Rule that may cause market disruptions and limit the ability of segments of the market to reasonably access advice , "" according to the lawmakers ' letter , sent to Labor Secretary Tom Perez .",NEGATIVE
"Obama wants to implement a "" fiduciary standard "" that would increase disclosure requirements for financial advisers .",NEGATIVE
He says it 's needed to help consumers understand that their financial advisers might be earning a profit from Wall Street institutions by selling them financial advice packages .,NEGATIVE
But the industry argues that the proposal is not needed given the bevy of regulations that already exist .,NEGATIVE
"And they argue that the regulations would serve as a disincentive for financial advice firms to take on low - income clients , whose financial planning needs are less lucrative than wealthy Americans .",NEGATIVE
"The large contingency of Democratic opposition on a financial services issue is rare , especially given that Obama and Sen . Elizabeth Warren ( D - Mass . ) announced the proposal in March at a high - profile event at AARP 's D.C . headquarters .",POSITIVE
"Notably , House Minority leader Nancy Pelosi ( D - Calif . ) , Democratic Whip Steny Hoyer ( D - Md . ) and House Financial Services Committee ranking member Maxine Waters ( D - Calif . ) did not sign the letter .",NEGATIVE
"The Democratic dissent presents a hurdle for Perez , who now must weigh whether to significantly alter the proposal .",NEGATIVE
Appropriation bills in both the Senate and the House attempt to block the Labor Department from implementing the current proposal .,NEGATIVE
"And should Democrats get onboard with those measures , it will make it next to impossible for the administration to implement the regulation before Obama leaves office .",NEGATIVE
Business & Finance | 8 August 2015 11:00 CET,POSITIVE
"Businesses urged to communicate with tax officials By GNA Accra , Aug. 6 , GNA - Businesses have been urged to maintain a good line of communication with the Ghana Revenue Authority ( GRA ) officials to ensure that they do not fall foul of the tax laws .",POSITIVE
"Mrs Iris Botchway , Office Manager Legon Medium Tax Payer Office , who gave the advice , said effective engagement with the tax authorities would enhance the understanding of the challenges the businesses are going through and how both parties could quickly resolve them .",POSITIVE
She said taxpayers could visit the GRA offices as often as they want to seek clarifications on issues relating to tax payments .,NEGATIVE
"Mrs Botchway , who is also an Assistant Commissioner , who was speaking a seminar in Accra , said the GRA is promoting the idea of voluntary compliance and this would be convenient for taxpayers .",NEGATIVE
' We do not want to wait for you to fall foul of the law and then jump at you with our enforcement tools .,POSITIVE
"' This seminar is , therefore , opportune in our collective efforts to increase your awareness of tax administration issues , ' she said .",POSITIVE
Mrs Botchway said the tax education was to enable the businesses assist taxpayers to appreciate their rights and obligations under the law .,POSITIVE
She said the GRA is more interested in revenue mobilisation through voluntary payment of taxes than penalties and interests .,NEGATIVE
Mrs Botchway urged the participants to accurately comply with the provisions of the laws on taxes in order to avoid payment of penalties and interests .,POSITIVE
"Mr Martin Yamboriga , Head of Audit Legon Medium Tax Payer Office , said taxation is underpinned by law and the taxpayer has no choice than to comply .",NEGATIVE
He said it is important that businesses make efforts to know about the areas of taxation related to their jobs .,POSITIVE
"Mr Yamboriga said the success of any tax administration depends on encouraging voluntary compliance and creating taxpayer awareness , hence the need for such educational seminars .",POSITIVE
"Participants at the seminar were taken through the importance of filing their tax returns , types of tax returns , due dates for submission of returns and payment of due tax and sanctions applicable for failure to submit or late submission of returns .",NEGATIVE
"The seminar also highlighted some new areas under the Amended VAT ACT 870 of 2013 , especially the threshold for registration under the Act which is now GH ¢ 120,000.00 or less over 12 months , promoters or organisers of public entertainment must register within 48 hours while auctioneers must register within 30 days of becoming an Auctioneer .",NEGATIVE
GNA,NEGATIVE
"On moving into opposition , Liberal MP Bronwyn Bishop snuck on to the front bench .",NEGATIVE
No one ever asked her to move .,NEGATIVE
Alex Ellinghausen Share on twitter Share on Google Plus by Laura Tingle,POSITIVE
"At the beginning of a new Parliament , MPs are assigned a seat in the House of Representatives .",POSITIVE
"In the days of the Rudd and Gillard governments , when the Coalition found itself staring forlornly at the Treasury benches across the chamber , opposition frontbenchers shuffled , bitterly , in to the House , finding it hard to believe where they were sitting .",NEGATIVE
But not all of them .,NEGATIVE
"Bronwyn Bishop , according to one of her colleagues at the time , strutted in with an air of authority well above her lowly portfolio responsibilities : shadow minister for veterans ' affairs ; shadow minister for seniors and , later , shadow special minister of state .",POSITIVE
"As befitted her station , Bishop had been assigned a spot well down the frontbench pecking order , possibly even on the curved benches in the middle of the chamber where junior frontbenchers are consigned .",NEGATIVE
David Rowe,POSITIVE
She was having none of that .,NEGATIVE
"With one eye firmly on where the chamber cameras were positioned , and one on the distance to the despatch box – from which frontbenchers speak and move points of order , she marched up towards the Speaker 's chair , smiled her most terrifying smile at her colleagues , and plonked herself down in a spot among her seniors .",POSITIVE
They all sheepishly made way .,NEGATIVE
And that was where she stayed until the 2013 election .,POSITIVE
"Finally , after almost 30 years of brazenly pushing her way into camera shot , Bishop this week was left with no choice but to finally disappear .",NEGATIVE
Blowback of general resentment,NEGATIVE
"The anger and hostility of the community , provoked by her serial and outrageous abuse of entitlements , was only matched by that of MPs on all sides of politics .",NEGATIVE
